339	1081
1026	1025
508	539
726	124
367	366
342	572
572	540
540	583
341	340
340	364
408	1100
401	408
408	619
1100	1100
1100	1101
564	565
567	568
564	566
566	565
568	566
566	567
349	535
154	579
581	154
579	307
307	581
545	349
340	614
479	479
161	1079
1036	1035
360	513
1027	556
584	585
359	374
584	359
585	374
374	584
585	359
362	362
1028	1028
1029	1029
1029	1028
1157	1158
568	564
568	565
566	2198
568	2198
2892	2892
2894	2893
2896	2896
2901	2901
2902	2902
2903	2903
2905	2905
2907	2907
2913	2913
6052	6053
6070	6071
6122	2198
6141	6142
6153	6154
6160	6159
1079	6168
6180	6179
6181	6179
6197	6196
6217	6216
6845	339
339	6846
339	6847
6848	339
339	6849
6850	339
6851	339
339	6852
339	6853
6854	339
339	6855
6856	339
6857	339
6858	339
339	6859
339	6860
6861	339
339	6862
339	6863
339	6864
6865	339
339	6070
339	6866
6867	339
6868	339
6869	339
6870	339
6871	339
6872	339
6873	339
339	6874
339	6875
6876	339
6877	339
339	6878
6879	339
339	6880
6881	339
6882	339
339	6883
339	6159
339	6884
6141	339
339	6885
6886	339
6887	339
6888	339
339	6889
339	6890
6891	339
339	6892
6893	339
9456	11056
9619	6872
6873	6872
9390	9322
9390	9390
9322	9322
9619	9619
10238	10238
10015	10016
9580	12048
10043	10339
10149	9062
10840	10840
10846	10840
10841	10841
9133	6052
9908	9912
9233	9233
9234	9233
9234	9234
10419	10419
11006	11006
11005	11006
11392	11005
16927	16928
16929	16928
6888	6888
11114	10285
10850	10850
1158	9700
1158	1158
1158	10945
9700	9700
9035	9035
16925	16925
1025	1025
10214	10214
6888	10214
9376	513
10144	539
10142	10144
10144	10144
10287	10287
9564	9564
10285	10285
10285	10287
10287	10284
10287	11103
10285	11103
6886	9862
9861	9862
10660	10659
10433	10434
10522	10727
10841	10840
10786	10393
9256	9255
9257	9256
10959	10958
10801	10802
10801	10774
10774	10802
9519	10401
10218	10218
10952	10952
9039	9039
10846	10843
10845	10846
10843	10843
9365	9365
9461	9461
10273	10273
9292	9292
6153	6153
339	339
6154	6154
9049	9048
9048	9048
16931	16930
16930	16932
16932	16931
16930	16930
16930	11007
11007	11007
10851	10851
9107	9107
9122	9122
16933	16933
10335	10335
9456	9456
9457	9456
10080	10080
9941	10339
10339	9940
9940	9941
9580	10043
10043	1121
9940	12048
9940	9580
11062	11062
9299	9299
9429	9429
10022	10022
9377	9377
10078	10078
10709	10709
9519	9519
9545	9544
9751	9754
11041	11041
9777	9777
9423	9423
9424	9424
6887	6887
10698	10698
16926	16926
10815	10815
10398	10398
10397	10397
11006	10398
10498	11006
11006	10397
10082	11006
10498	10498
10082	10082
10398	11005
11009	11008
11009	11009
11005	11009
11008	11005
9546	9546
9547	9547
11010	9546
11010	9547
11010	11010
11010	9232
9602	11010
9592	11010
9592	9592
10814	10814
10814	10815
9455	9456
10827	364
364	364
9546	9547
10120	11010
11010	10396
16934	9455
17029	9455
16935	9456
9457	9457
9459	9456
10727	10696
10727	10727
10727	6859
6859	6859
10727	6142
10696	10522
10522	6859
10522	6142
10631	10631
9046	9046
9589	9583
9589	9588
10263	10263
12181	12181
9291	9291
9552	9552
10164	10164
10450	10450
12234	12234
10330	10330
10334	10334
10610	10610
10936	10936
10980	10980
9322	6872
9835	339
9835	9835
10316	10316
17003	17004
10231	10241
10241	10241
10231	10232
10232	10232
17010	17010
10248	10248
10230	10230
10242	10242
6071	6071
10623	10623
11026	11026
12602	12602
10240	10240
10233	10233
9212	9212
9472	9472
9735	9735
9736	9729
9136	9136
9324	9324
10193	10193
10151	10151
10149	10149
10772	9216
9216	9216
9215	9215
9216	9215
10772	6873
9275	9275
9275	6052
9445	6887
11091	6887
6887	17006
6887	479
11091	11091
11091	11090
10696	10696
10658	10658
9062	9062
9062	10179
10179	10179
16986	16985
16986	16986
6052	1100
10956	10956
10840	10845
10845	10845
10840	9706
9706	10846
12442	9706
12442	17009
9599	17009
6875	6875
10772	10773
6872	6872
6872	10772
16985	16985
9273	10956
10903	10903
6874	10772
6872	6874
9275	6053
16987	16987
9163	9163
9728	9728
9840	9840
9426	9426
10196	10196
10079	10079
10617	10617
9146	9146
10454	10454
9896	9896
10959	10960
10958	10958
10959	10959
6887	10410
9475	9476
9475	9475
16988	16988
10465	10465
10464	10464
9955	9955
9956	9955
9956	9956
9781	9781
11027	11027
9778	9778
9783	9778
9783	9783
9784	9778
9200	11104
9602	9602
9239	9239
10734	10734
2198	2198
12705	9290
9292	9290
9290	9290
6884	6884
9292	6884
10192	10192
10270	10270
9141	9141
9176	9176
11057	11057
9852	9852
10128	10128
10396	11006
11006	535
10120	11006
535	10396
10151	10149
16989	16990
16992	16991
16993	545
9676	9676
10165	9521
10165	10165
10302	10302
9566	9566
9074	9074
6845	6845
10698	6883
6882	6872
6882	6873
10772	6882
10140	10140
10054	10054
10435	10435
16994	16994
10711	10711
9505	9505
10592	10592
16995	16995
16996	16995
10261	10261
9110	9110
9801	9801
9949	9949
10412	10412
10772	9588
342	342
10828	10828
342	10828
16997	16997
366	366
367	367
9126	9126
9828	9828
9143	9143
10620	10620
9682	9681
9683	9682
9683	9684
9684	9682
9681	9683
9684	9684
10018	10018
10448	10448
10186	10186
9851	9851
10624	10624
10240	10242
10240	10233
10234	10240
10242	10234
10233	10234
10234	10234
10314	10311
10739	10739
556	556
9125	9125
9224	9224
6181	6181
6179	6179
6179	10080
10267	10267
10602	10602
9042	9042
10603	9042
11075	11075
9154	9154
10917	10917
6168	6168
9918	9918
16998	16998
17002	16999
17002	17002
6887	17002
364	17002
364	16999
10928	10928
10929	10929
10966	10966
567	2198
9194	2198
9194	9194
9194	6122
565	6122
565	9194
9194	564
9194	566
564	564
17000	17000
10285	10284
10587	10592
9460	10775
6142	10775
6142	9460
10836	10835
10837	10838
10837	10836
10838	10836
10838	10838
17005	17004
17003	17005
11103	11103
10816	10816
10214	1158
10214	9440
10215	6888
6141	9460
10775	6141
10142	539
9784	9783
9781	9784
9784	9180
9784	9784
9350	9346
9347	9350
6848	6848
10206	10206
9456	9464
9232	9232
9583	11010
10800	10773
10773	10181
10181	6872
6872	10773
10306	10310
1158	9703
9700	9702
9706	9706
9704	9706
9705	9706
9702	9706
9707	9706
9706	9703
9707	9704
9704	9703
9705	9702
9705	9705
9707	9705
9702	9702
9702	9707
9703	9702
1157	1157
1157	9700
10850	10440
10773	9942
10773	10773
10773	6873
6873	10776
6873	9648
10776	10772
9648	10772
10776	6872
9648	6872
10800	10776
10777	10800
10800	10775
10800	9648
10800	10774
10843	10840
6180	9771
9771	9771
27644	27644
27645	27645
9462	9458
9462	9935
10219	10602
10602	6179
10219	10219
9932	9931
9464	9464
9464	9931
9932	9464
9934	9933
9934	9464
9933	9464
9931	9933
9934	9931
9933	9932
9932	9934
9458	9464
9458	9461
9458	9931
9461	9931
9464	9461
9055	10773
9567	9567
10800	6873
10772	10800
10800	6872
10800	6874
6874	6873
10773	6874
27646	27646
27646	6872
6873	27646
10773	27646
10446	10446
9896	10446
10522	10446
10522	9896
9374	6872
9374	9374
6872	10904
10440	9703
10441	9703
10441	10440
27652	27653
27655	27654
27656	27656
27653	27653
10441	27657
27657	27657
10441	10441
10440	10440
9947	9947
9061	9061
10289	10289
27658	27647
27648	27658
27648	27647
11100	11100
11100	11101
11100	11103
11101	11103
12513	12513
9432	9432
9795	9795
10628	10628
9240	9240
9458	9935
10773	10694
10003	10003
10004	10004
11851	11851
9914	9914
10396	9914
10840	10396
10498	9914
9461	9462
9461	27650
9461	9933
10149	10144
10996	10996
6875	10748
10749	6875
6875	10743
6875	10746
6875	6877
10781	6875
10783	6875
10790	6875
10794	6875
10747	6875
6876	6875
6875	10751
10754	6875
10749	10748
10746	10747
10768	10754
10032	6875
10756	10744
10750	10758
10751	10756
10743	6876
10750	10744
10764	6876
10750	10757
10763	10753
10758	10757
10760	10765
10742	10769
10764	10743
10762	10756
10760	581
10779	10789
10796	10789
10795	10790
10788	10783
10789	10785
10796	10787
10796	10782
10796	10794
10782	10794
10756	10747
10759	10755
10769	10763
10794	10778
6877	10778
10786	10778
10559	10743
10559	6875
10559	10749
10559	10782
10559	10793
10794	10559
10754	10766
10759	10768
10780	10779
10781	10779
10780	10781
10742	10780
